name_eng,url
Ho Jung Song,https://www.baseball-reference.com/register/player.fcgi?id=song--000hoj
Aaron Brooks,https://www.baseball-reference.com/register/player.fcgi?id=brooks000aar
Myeong Jin Cha,https://www.baseball-reference.com/register/player.fcgi?id=cha---002mye
Jung Min Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--002jeo
Yong Jun Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--003yon
Yun Ho Hwang,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000yoo
Min Gi Jang,https://www.baseball-reference.com/register/player.fcgi?id=jang--003min
Daniel Mengden,https://www.baseball-reference.com/register/player.fcgi?id=mengde000dan
Ju Hwan Na,https://www.baseball-reference.com/register/player.fcgi?id=na----000ju-
Jeong Hwan Oh,https://www.baseball-reference.com/register/player.fcgi?id=oh----002jun
Jin Tae Park,https://www.baseball-reference.com/register/player.fcgi?id=park--005jin
Kun Woo Park,https://www.baseball-reference.com/register/player.fcgi?id=park--002kun
Duk Won Seo,https://www.baseball-reference.com/register/player.fcgi?id=seo---000duk
Bo Takahashi,https://www.baseball-reference.com/register/player.fcgi?id=takaha000rod
Preston Tucker,https://www.baseball-reference.com/register/player.fcgi?id=tucker002pre
Min Sang Yoo,https://www.baseball-reference.com/register/player.fcgi?id=yu----000min
Jake Brigham,https://www.baseball-reference.com/register/player.fcgi?id=brigha001jac
Will Craig,https://www.baseball-reference.com/register/player.fcgi?id=craig-003wil
David Freitas,https://www.baseball-reference.com/register/player.fcgi?id=freita001dav
Jung Heop Huh,https://www.baseball-reference.com/register/player.fcgi?id=ho----004jun
Eun Sung Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000eun
Jeong In Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---019jeo
Gyu Bin Lim,https://www.baseball-reference.com/register/player.fcgi?id=im----000gyu
Chan Moon,https://www.baseball-reference.com/register/player.fcgi?id=moon--002cha
Ju Won Oh,https://www.baseball-reference.com/register/player.fcgi?id=oh----002jae
Gwan Jin Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000gwa
Jeong Eum Park,https://www.baseball-reference.com/register/player.fcgi?id=park--007jeo
Josh A. Smith,https://www.baseball-reference.com/register/player.fcgi?id=smith-015jos
Woo Hyun Song,https://www.baseball-reference.com/register/player.fcgi?id=song--001woo
Zoilo Almonte,https://www.baseball-reference.com/register/player.fcgi?id=almont001zoi
Jared Hoying,https://www.baseball-reference.com/register/player.fcgi?id=hoying001jar
Bo Geun Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---000bo-
Hong Ku Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---002hon
Dae-Eun Rhee,https://www.baseball-reference.com/register/player.fcgi?id=rhee--001dae
Won Sang Yoo,https://www.baseball-reference.com/register/player.fcgi?id=yu----000won
Han Joon Yu,https://www.baseball-reference.com/register/player.fcgi?id=yu----000han
Justin Bour,https://www.baseball-reference.com/register/player.fcgi?id=bour--001jus
Woo-chan Cha,https://www.baseball-reference.com/register/player.fcgi?id=cha---000woo
Tae Hyoung Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---028tae
Yong Eui Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---002yon
Chan Hyeok Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---019cha
Sung Woo Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---002seo
Roberto Ramos,https://www.baseball-reference.com/register/player.fcgi?id=ramos-004rob
Andrew Suárez,https://www.baseball-reference.com/register/player.fcgi?id=suarez002and
Jong Eun Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--001jon
Min Jae Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--004min
Enderson Franco,https://www.baseball-reference.com/register/player.fcgi?id=franco001end
Seung Hyeok Han,https://www.baseball-reference.com/register/player.fcgi?id=han---004seu
Dong Ho Kang,https://www.baseball-reference.com/register/player.fcgi?id=kang--004don
Dong Woo Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---024don
Ju Hyun Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---004joo
Byung Kyu Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---002byu
Dixon Machado,https://www.baseball-reference.com/register/player.fcgi?id=machad001dix
Byeong-heon Min,https://www.baseball-reference.com/register/player.fcgi?id=min---000bye
Hyoun Taek Oh,https://www.baseball-reference.com/register/player.fcgi?id=oh----000hyu
Jae Min Park,https://www.baseball-reference.com/register/player.fcgi?id=park--004jae
Seon Woo Park,https://www.baseball-reference.com/register/player.fcgi?id=park--003seo
Aaron Altherr,https://www.baseball-reference.com/register/player.fcgi?id=alther001aar
In San An,https://www.baseball-reference.com/register/player.fcgi?id=an----000ins
Seok Hoon Chi,https://www.baseball-reference.com/register/player.fcgi?id=chi---000seo
Keum Kang Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--000keu
Woo Jae Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--002woo
Hyun Jung,https://www.baseball-reference.com/register/player.fcgi?id=chung-000hyu
Tae Gyeong Kang,https://www.baseball-reference.com/register/player.fcgi?id=kang--002tae
Jae Yul Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---014jae
Seung Heon Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---020seu
Won Jai Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---008won
Chang Min Mo,https://www.baseball-reference.com/register/player.fcgi?id=mo----000cha
Jin Woo Park,https://www.baseball-reference.com/register/player.fcgi?id=park--004jin
Si Hun Roh,https://www.baseball-reference.com/register/player.fcgi?id=roh---000sih
Jung Wook Son,https://www.baseball-reference.com/register/player.fcgi?id=son---001jeo
Seung Min Back,https://www.baseball-reference.com/register/player.fcgi?id=paek--003seu
Jun Bum Koo,https://www.baseball-reference.com/register/player.fcgi?id=koo---000jun
Jeong Woong Kwon,https://www.baseball-reference.com/register/player.fcgi?id=kwon--000jeo
Hyun Jun Lim,https://www.baseball-reference.com/register/player.fcgi?id=lim---001hye
Ben Lively,https://www.baseball-reference.com/register/player.fcgi?id=lively001edw
Mike Montgomery,https://www.baseball-reference.com/register/player.fcgi?id=montgo001mic
Sang Ho Chung,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000san
Sam Gaviglio,https://www.baseball-reference.com/register/player.fcgi?id=gavigl001sam
Eui Yoon Jung,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000ui-
Su-Min Jung,https://www.baseball-reference.com/register/player.fcgi?id=jung--001su-
Young-Il Jung,https://www.baseball-reference.com/register/player.fcgi?id=jung--002you
Ji Kwang Kang,https://www.baseball-reference.com/register/player.fcgi?id=kang--000chi
Se Hyun Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---005yeo
Artie Lewicki,https://www.baseball-reference.com/register/player.fcgi?id=lewick000art
Tae-Hyeok Nam,https://www.baseball-reference.com/register/player.fcgi?id=nam---001tae
Jamie Romak,https://www.baseball-reference.com/register/player.fcgi?id=romak-001jam
Jae Woong Shin,https://www.baseball-reference.com/register/player.fcgi?id=sin---000jae
Seon Ryul Yang,https://www.baseball-reference.com/register/player.fcgi?id=yang--003seo
Seo Jun Yoo,https://www.baseball-reference.com/register/player.fcgi?id=yu----004seo
Chang Hyun Bae,https://www.baseball-reference.com/register/player.fcgi?id=bae---000cha
Chris Flexen,https://www.baseball-reference.com/register/player.fcgi?id=flexen000chr
Hyuk Kwon,https://www.baseball-reference.com/register/player.fcgi?id=kwon--000hye
Dong Won Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---018don
Ju Yeop Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---000juy
Seung Min Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---021seu
Brandon Barnes,https://www.baseball-reference.com/register/player.fcgi?id=barnes001bra
Chad Bell,https://www.baseball-reference.com/register/player.fcgi?id=bell--005cha
Jin Hang Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--000jin
Seung Jun Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--001seu
Gi Hun Jeong,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000gih
Hea Sung Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---002hui
Jin Wook Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---016jin
Moon Ho Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000mun
Hyun Ho Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---008hye
Han Gyeol Park,https://www.baseball-reference.com/register/player.fcgi?id=park--002han
Warwick Saupold,https://www.baseball-reference.com/register/player.fcgi?id=saupol000war
Kwang Min Song,https://www.baseball-reference.com/register/player.fcgi?id=song--000gwa
Sung Woo Yang,https://www.baseball-reference.com/register/player.fcgi?id=yang--002seo
Kyu Jin Yun,https://www.baseball-reference.com/register/player.fcgi?id=yun---000gyu
Drew Gagnon,https://www.baseball-reference.com/register/player.fcgi?id=gagnon001and
In Jun Hwang,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000in-
Young Suk Jang,https://www.baseball-reference.com/register/player.fcgi?id=jang--000yeo
Joo Chan Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---001ju-
Moung Chan Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---004mye
Seung Beom Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---007seu
Young Hwan Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---015yeo
Jang Hyeok Ko,https://www.baseball-reference.com/register/player.fcgi?id=ko----002yeo
Seon Jae Moon,https://www.baseball-reference.com/register/player.fcgi?id=mun---000seo
Seung-cheol Yang,https://www.baseball-reference.com/register/player.fcgi?id=yang--004seu
Jae Yong Cha,https://www.baseball-reference.com/register/player.fcgi?id=cha---000jae
Dae Hyun Chung,https://www.baseball-reference.com/register/player.fcgi?id=jung--000dae
Seong Woon Jo,https://www.baseball-reference.com/register/player.fcgi?id=cho---000deo
Ha-Seong Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---001ha-
Jeong Hu Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---016gye
Kyu Min Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---001kyu
Taek Keun Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---004tae
Taylor Motter,https://www.baseball-reference.com/register/player.fcgi?id=motter000tay
Hyeon Jun An,https://www.baseball-reference.com/register/player.fcgi?id=ahn---000san
Seung Ji Han,https://www.baseball-reference.com/register/player.fcgi?id=han---003seu
Ju Hu Jeong,https://www.baseball-reference.com/register/player.fcgi?id=jung--000da-
Byeong Uk Jo,https://www.baseball-reference.com/register/player.fcgi?id=jo----000bye
Min Cheol Keum,https://www.baseball-reference.com/register/player.fcgi?id=geum--000min
Seong Hun Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---046seo
Sang-Hwa Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---002san
Joon Hyuk Park,https://www.baseball-reference.com/register/player.fcgi?id=park--005joo
Chung Hoon Baek,https://www.baseball-reference.com/register/player.fcgi?id=paek--000in-
Jae Won Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--001jae
Geun-woo Chung,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000geu
Seon Tae Han,https://www.baseball-reference.com/register/player.fcgi?id=han---001seo
Yong Woon Jung,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000yon
Kwang Eun Moon,https://www.baseball-reference.com/register/player.fcgi?id=moon--000gwa
Jee-kyu Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000jee
Tyler Wilson,https://www.baseball-reference.com/register/player.fcgi?id=wilson005phi
Geon Wook Yeo,https://www.baseball-reference.com/register/player.fcgi?id=yeo---000geo
Won-sam Chang,https://www.baseball-reference.com/register/player.fcgi?id=jang--000won
Il Hor,https://www.baseball-reference.com/register/player.fcgi?id=heo---000il-
Tae-Seung Jung,https://www.baseball-reference.com/register/player.fcgi?id=jeong-001tae
Dong Han Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---015don
Myeong Hyeon Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000mye
Adrian Sampson,https://www.baseball-reference.com/register/player.fcgi?id=sampso000adr
Seung Song,https://www.baseball-reference.com/register/player.fcgi?id=song--001seu
Seong Moo Hong,https://www.baseball-reference.com/register/player.fcgi?id=hong--005sun
Ho Jung Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---000hoj
Hyoung Won Lim,https://www.baseball-reference.com/register/player.fcgi?id=lim---000hyo
Mike Wright Jr.,https://www.baseball-reference.com/register/player.fcgi?id=wright000den
Young Jun Yoo,https://www.baseball-reference.com/register/player.fcgi?id=yoo---000yeo
Soo Kang Yoon,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000yeo
Ji Hoon Jang,https://www.baseball-reference.com/register/player.fcgi?id=chang-000jee
Oh Joon Kwon,https://www.baseball-reference.com/register/player.fcgi?id=kwon--000oh-
Daniel Palka,https://www.baseball-reference.com/register/player.fcgi?id=palka-001dan
Chan Do Park,https://www.baseball-reference.com/register/player.fcgi?id=park--003cha
Tyler Saladino,https://www.baseball-reference.com/register/player.fcgi?id=saladi001tyl
Sung Hwan Yun,https://www.baseball-reference.com/register/player.fcgi?id=yun---003seo
Tae In Chae,https://www.baseball-reference.com/register/player.fcgi?id=chae--000tae
Chan-ho Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---006cha
Gyeong Ho Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000kye
Jae Hyun Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---009jae
Min Jun Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---014min
Seong Min Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---047seo
Geo Yeon Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---008geo
Won-joon Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---009won
Hyi-su Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000hyi
Ricardo Pinto,https://www.baseball-reference.com/register/player.fcgi?id=pinto-000ric
Tyler White,https://www.baseball-reference.com/register/player.fcgi?id=white-002tyl
Hi Sang Yoon,https://www.baseball-reference.com/register/player.fcgi?id=yun---000hyi
Suk Min Yoon,https://www.baseball-reference.com/register/player.fcgi?id=yun---001seo
Kang Min Yun,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000kan
Young Soo Bae,https://www.baseball-reference.com/register/player.fcgi?id=bae---000you
Dae Sung Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--000dae
Seth Frankoff,https://www.baseball-reference.com/register/player.fcgi?id=franko001jam
Byoung Gon Jung,https://www.baseball-reference.com/register/player.fcgi?id=chung-000byo
Seung Hye Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---002seu
Josh Lindblom,https://www.baseball-reference.com/register/player.fcgi?id=lindbl001jos
Jin Woo Baek,https://www.baseball-reference.com/register/player.fcgi?id=paek--000cha
Youn Suk Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--000yoo
Chang-hyeok Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---008cha
Jong Min Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---019jon
Kyung Tae Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000kyu
Sung Hun Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---009sun
Chang Yeol Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---013cha
Jun Hyuck Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000joo
Chang Hyun Song,https://www.baseball-reference.com/register/player.fcgi?id=song--001cha
Chang Sik Song,https://www.baseball-reference.com/register/player.fcgi?id=song--000cha
Jeremy Hazelbaker,https://www.baseball-reference.com/register/player.fcgi?id=hazelb001jer
Jae Ho Hong,https://www.baseball-reference.com/register/player.fcgi?id=hong--000jae
Yi Jun Kang,https://www.baseball-reference.com/register/player.fcgi?id=yang--000yi-
Yun Dong Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---003yoo
Bum Ho Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---001bum
In Haeng Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---001in-
Ki Jun Lim,https://www.baseball-reference.com/register/player.fcgi?id=yim---000ki-
Jacob Turner,https://www.baseball-reference.com/register/player.fcgi?id=turner002jac
Joe Wieland,https://www.baseball-reference.com/register/player.fcgi?id=wielan001jos
Hae Jin Yoon,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000wan
Jae Sin Yu,https://www.baseball-reference.com/register/player.fcgi?id=yu----001jae
Jo Soo Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---001ji-
Jerry Sands,https://www.baseball-reference.com/register/player.fcgi?id=sands-002ger
Young Sam Yoon,https://www.baseball-reference.com/register/player.fcgi?id=yoon--001yeo
Han Uk Cho,https://www.baseball-reference.com/register/player.fcgi?id=cho---000han
Kun Chong Cho,https://www.baseball-reference.com/register/player.fcgi?id=cho---000kun
Jin Gon Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---017jin
Dae Hyung Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---003dae
Jong-hyeok Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---016jon
Joon Soo Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---002joo
Tommy Joseph,https://www.baseball-reference.com/register/player.fcgi?id=joseph001tho
Jung-hyun Kang,https://www.baseball-reference.com/register/player.fcgi?id=kang--001jun
Jae Yul Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---022jae
Dong Hyun Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---006don
Ji-Sub Lim,https://www.baseball-reference.com/register/player.fcgi?id=lim---000ji-
Carlos Peguero,https://www.baseball-reference.com/register/player.fcgi?id=peguer001car
Hyoung Woo Ryu,https://www.baseball-reference.com/register/player.fcgi?id=ryu---000hyu
Jae Kuk Ryu,https://www.baseball-reference.com/register/player.fcgi?id=ryu---001jae
Sang Woo Seo,https://www.baseball-reference.com/register/player.fcgi?id=seo---000san
Soo Chang Shim,https://www.baseball-reference.com/register/player.fcgi?id=shim--000soo
Jong Min Yang,https://www.baseball-reference.com/register/player.fcgi?id=yang--000jon
Won Hyuk Yang,https://www.baseball-reference.com/register/player.fcgi?id=yang--000won
Jin Ho Yoon,https://www.baseball-reference.com/register/player.fcgi?id=yun---000jin
Carlos Asuaje,https://www.baseball-reference.com/register/player.fcgi?id=asuaje000car
Hong-Seok Cho,https://www.baseball-reference.com/register/player.fcgi?id=cho---001hon
Brock Dykxhoorn,https://www.baseball-reference.com/register/player.fcgi?id=dykxho000bro
Jin Soo Hwang,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000jin
Jun Hyeok Jung,https://www.baseball-reference.com/register/player.fcgi?id=jung--000joo
Sa Hoon Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---002sa-
Chan Gun Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---017cha
Kyu-Hyun Moon,https://www.baseball-reference.com/register/player.fcgi?id=moon--001kyu
Kyung-Min Na,https://www.baseball-reference.com/register/player.fcgi?id=na----001kyu
Geun Hong Park,https://www.baseball-reference.com/register/player.fcgi?id=park--004jun
Brooks Raley,https://www.baseball-reference.com/register/player.fcgi?id=raley-001bro
Seung-rak Son,https://www.baseball-reference.com/register/player.fcgi?id=son---000seu
Jake Thompson,https://www.baseball-reference.com/register/player.fcgi?id=thomps000jak
Jacob Wilson,https://www.baseball-reference.com/register/player.fcgi?id=wilson010jac
Kil Hyoun Yun,https://www.baseball-reference.com/register/player.fcgi?id=yun---000gil
Christian Bethancourt,https://www.baseball-reference.com/register/player.fcgi?id=betanc001chr
Eddie Butler,https://www.baseball-reference.com/register/player.fcgi?id=butler001edw
Christian Friedrich,https://www.baseball-reference.com/register/player.fcgi?id=friedr001chr
Cheol-ho Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---001che
Jin Hyung Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---001jin
Min-Ho Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---004min
Tae Ho Min,https://www.baseball-reference.com/register/player.fcgi?id=min---000seo
Heon Wook Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000hun
Jake Smolinski,https://www.baseball-reference.com/register/player.fcgi?id=smolin001jak
Si-heon Son,https://www.baseball-reference.com/register/player.fcgi?id=son---000si-
In Hyok Yi,https://www.baseball-reference.com/register/player.fcgi?id=lee---003in-
Ji Woong Yoon,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000jee
Seon-ho Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--000seo
Justin Haley,https://www.baseball-reference.com/register/player.fcgi?id=haley-001jus
Soung Hun Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---008sun
Hyun Dong Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---007hye
Deck McGuire,https://www.baseball-reference.com/register/player.fcgi?id=mcguir005wil
Han Yi Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000han
Darin Ruf,https://www.baseball-reference.com/register/player.fcgi?id=ruf---001dar
Joo In Son,https://www.baseball-reference.com/register/player.fcgi?id=son---000ju-
Mac Williamson,https://www.baseball-reference.com/register/player.fcgi?id=willia028joh
Young Seop Bae,https://www.baseball-reference.com/register/player.fcgi?id=bae---000yeo
Byung Yong Chei,https://www.baseball-reference.com/register/player.fcgi?id=chae--000bye
Jae Won Jung,https://www.baseball-reference.com/register/player.fcgi?id=jeong-004jae
Seong-min Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---040seo
Kevin Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---004kev
Jae Hyun Lim,https://www.baseball-reference.com/register/player.fcgi?id=im----000jae
Jung Kwon Park,https://www.baseball-reference.com/register/player.fcgi?id=park--001jeo
Jung-bae Park,https://www.baseball-reference.com/register/player.fcgi?id=park--002jun
Ángel Sánchez,https://www.baseball-reference.com/register/player.fcgi?id=sanche008ang
Henry Sosa,https://www.baseball-reference.com/register/player.fcgi?id=sosa--001hen
Min-ik Chang,https://www.baseball-reference.com/register/player.fcgi?id=jang--000min
Joo-Sung Han,https://www.baseball-reference.com/register/player.fcgi?id=han---000joo
Jun Heok Huh,https://www.baseball-reference.com/register/player.fcgi?id=ho----000jun
Jimmy Paredes,https://www.baseball-reference.com/register/player.fcgi?id=parede001jim
Seong Mo Park,https://www.baseball-reference.com/register/player.fcgi?id=park--002seo
Scott Van Slyke,https://www.baseball-reference.com/register/player.fcgi?id=vansly001sco
Soo Ho Yoon,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000soo
David Hale,https://www.baseball-reference.com/register/player.fcgi?id=hale--001dav
Kyung-un Jeong,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000kyu
Seung Hyun Kang,https://www.baseball-reference.com/register/player.fcgi?id=kang--001seo
Dong Kul Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---003don
Keyvius Sampson,https://www.baseball-reference.com/register/player.fcgi?id=sampso001key
Jason Wheeler,https://www.baseball-reference.com/register/player.fcgi?id=wheele000jas
Roger Bernadina,https://www.baseball-reference.com/register/player.fcgi?id=bernad001rog
Pat Dean,https://www.baseball-reference.com/register/player.fcgi?id=dean--002pat
Seong Hoon Jeong,https://www.baseball-reference.com/register/player.fcgi?id=jeong-002seo
Ji Sung Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---002you
Ju Hyung Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---005ju-
Young Wook Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---003yeo
Chang-Yong Lim,https://www.baseball-reference.com/register/player.fcgi?id=lim---001cha
Héctor Noesí,https://www.baseball-reference.com/register/player.fcgi?id=noesi-001hec
Kyung Tae Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000gye
Dong Wook Seo,https://www.baseball-reference.com/register/player.fcgi?id=seo---001don
Dong Sub Sim,https://www.baseball-reference.com/register/player.fcgi?id=shim--000don
Suk-min Yoon,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000suk
Woo Yul Bae,https://www.baseball-reference.com/register/player.fcgi?id=bae---000woo
Ryan Feierabend,https://www.baseball-reference.com/register/player.fcgi?id=feiera001rya
Seong Yong Hong,https://www.baseball-reference.com/register/player.fcgi?id=hong--004sun
Dong Wook Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---007don
Ji Yul Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000sa-
Sa Yul Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---001sa-
Yong Joo Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000yon
Chang-Sung Ko,https://www.baseball-reference.com/register/player.fcgi?id=ko----000cha
Jin-yeong Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---000jin
Dustin Nippert,https://www.baseball-reference.com/register/player.fcgi?id=nipper001dus
Jeong Bok Oh,https://www.baseball-reference.com/register/player.fcgi?id=oh----000jeo
Ki Hyuck Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000ki-
Byung Ryul Shin,https://www.baseball-reference.com/register/player.fcgi?id=shin--000byu
Keun Young Yoon,https://www.baseball-reference.com/register/player.fcgi?id=yun---000geu
Min Gwan Bae,https://www.baseball-reference.com/register/player.fcgi?id=bae---001min
Adonis García,https://www.baseball-reference.com/register/player.fcgi?id=garcia004ado
Si Yun Jang,https://www.baseball-reference.com/register/player.fcgi?id=chang-000see
In Whan Jeon,https://www.baseball-reference.com/register/player.fcgi?id=jeon--000in-
Tae-Hyeong Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---019tae
Hoon Lim,https://www.baseball-reference.com/register/player.fcgi?id=im----000hun
Jung-Woo Lim,https://www.baseball-reference.com/register/player.fcgi?id=lim---000jun
Jang Ho Bae,https://www.baseball-reference.com/register/player.fcgi?id=bae---000jan
Andy Burns,https://www.baseball-reference.com/register/player.fcgi?id=burns-001and
Jung Hoon Cho,https://www.baseball-reference.com/register/player.fcgi?id=cho---002jun
Félix Doubront,https://www.baseball-reference.com/register/player.fcgi?id=doubro001fel
Myung Woo Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---002mye
Hun Do Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000heo
Jun-suk Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--000jun
Won-bin Jo,https://www.baseball-reference.com/register/player.fcgi?id=jo----000won
Soo-Sung Kang,https://www.baseball-reference.com/register/player.fcgi?id=kang--000soo
Jae-kyun Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---028jae
Jong Wook Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---006jon
Jae-in Ryu,https://www.baseball-reference.com/register/player.fcgi?id=ryu---002jae
Xavier Scruggs,https://www.baseball-reference.com/register/player.fcgi?id=scrugg001xav
Jin-Ho Shin,https://www.baseball-reference.com/register/player.fcgi?id=shin--001jin
Gyu Beom Sim,https://www.baseball-reference.com/register/player.fcgi?id=shim--000kyu
Logan Verrett,https://www.baseball-reference.com/register/player.fcgi?id=verret000log
Wei-Chung Wang,https://www.baseball-reference.com/register/player.fcgi?id=wang--002wei
Byung Ho Yoon,https://www.baseball-reference.com/register/player.fcgi?id=yoon--000byu
Michael Choice,https://www.baseball-reference.com/register/player.fcgi?id=choice001mic
Eric Hacker,https://www.baseball-reference.com/register/player.fcgi?id=hacker001eri
Seong-Kap Hong,https://www.baseball-reference.com/register/player.fcgi?id=hong--002seo
Jong Deuk Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---021jon
Tae Wan Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---011tae
Esmil Rogers,https://www.baseball-reference.com/register/player.fcgi?id=rogers001esm
