name_eng_x,url,name_new,name_kor,name_eng_y
Denyi Reyes,https://www.baseball-reference.com/register/player.fcgi?id=reyes-002den,denyi reyes,레예스,Denyi Reyes
Seung Min Ryu,https://www.baseball-reference.com/register/player.fcgi?id=ryu---001seu,seung min ryu,류승민,Seung-Min Ryu
Connor Seabold,https://www.baseball-reference.com/register/player.fcgi?id=seabol000con,connor seabold,코너,Connor Seabold
Eun Beom Song,https://www.baseball-reference.com/register/player.fcgi?id=song--000eun,eun beom song,송은범,Eun-Beom Song
Tae In Won,https://www.baseball-reference.com/register/player.fcgi?id=won---000tae,tae in won,원태인,Tae-In Won
Do Geun Yang,https://www.baseball-reference.com/register/player.fcgi?id=yang--000dog,do geun yang,양도근,DO-GEUN YANG
Woo Hyun Yang,https://www.baseball-reference.com/register/player.fcgi?id=yang--000woo,woo hyun yang,양우현,Woo-Hyun Yang
Sun Yeop Yook,https://www.baseball-reference.com/register/player.fcgi?id=yook--000sun,sun yeop yook,육선엽,SUN-YEOP YOOK
Sang Hyun An,https://www.baseball-reference.com/register/player.fcgi?id=ahn---001san,sang hyun ahn,안상현,Sang-Hyun Ahn
Hyun Woo Chae,https://www.baseball-reference.com/register/player.fcgi?id=chae--000hyu,hyun woo chae,채현우,Hyun-Woo Chae
Hyeong Woo Cho,https://www.baseball-reference.com/register/player.fcgi?id=cho---006hye,hyeong woo cho,조형우,Hyeong-Woo Cho
Jeong Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--000jeo,jeong choi,최정,Jeong Choi
Ji Hoon Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--000jih,ji hoon choi,최지훈,Ji-Hoon Choi
Min Chang Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--002min,min chang choi,최민창,Min-Chang Choi
Min Jun Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--003min,min jun choi,최민준,Min-Jun Choi
Sang Min Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--002san,sang min choi,최상민,Sang-Min Choi
Shin-Soo Choo,https://www.baseball-reference.com/register/player.fcgi?id=choo--001shi,shin soo choo,추신수,Shin-Soo Choo
Robert Dugger,https://www.baseball-reference.com/register/player.fcgi?id=dugger000rob,robert dugger,더거,Robert Lee Dugger
Roenis Elías,https://www.baseball-reference.com/register/player.fcgi?id=elias-000roe,roenis elias,엘리아스,Roenis Elías
Jae-Hoon Ha,https://www.baseball-reference.com/register/player.fcgi?id=ha----001jae,jae hoon ha,하재훈,Jae-Hoon Ha
Doo Sol Han,https://www.baseball-reference.com/register/player.fcgi?id=han---000doo,doo sol han,한두솔,Doo-Sol Han
Won Hoe Hyun,https://www.baseball-reference.com/register/player.fcgi?id=hyun--000won,won hoe hyun,현원회,Won-Hoe Hyun
Ji Hun Jang,https://www.baseball-reference.com/register/player.fcgi?id=jang--000jih,ji hun jang,장지훈,Ji-Hun Jang
