name_eng_x,url,name_new,name_kor,name_eng_y
,,eric allyn thames,테임즈,Eric Allyn Thames
,,eric debari junge,연지,Eric DeBari Junge
Eric Hacker,https://www.baseball-reference.com/register/player.fcgi?id=hacker001eri,eric hacker,,
Eric Jokisch,https://www.baseball-reference.com/register/player.fcgi?id=jokisc001eri,eric jokisch,,
Eric Junge,https://www.baseball-reference.com/register/player.fcgi?id=junge-001eri,eric junge,,
,,eric lynn hacker,해커,Eric Lynn Hacker
,,eric m. surkamp,서캠프,Eric M. Surkamp
,,eric spenser jokisch,요키시,Eric Spenser Jokisch
Eric Surkamp,https://www.baseball-reference.com/register/player.fcgi?id=surkam001eri,eric surkamp,,
Eric Thames,https://www.baseball-reference.com/register/player.fcgi?id=thames001eri,eric thames,,
Erick Fedde,https://www.baseball-reference.com/register/player.fcgi?id=fedde-000eri,erick fedde,,
,,erick james fedde,페디,Erick James Fedde
,,eui hyun hong,홍의현,Eui-Hyun Hong
,,eui ji yang,양의지,Eui-Ji Yang
,,eui jun kim,김의준,Eui-Jun Kim
Eui Jun Sung,https://www.baseball-reference.com/register/player.fcgi?id=seong-000ui-,eui jun sung,,
,,eui sik kong,공의식,Eui-Sik Gong
,,eum jang yoon,엄장윤,Eum Jang-Yoon
,,eun cho,조은,Eun Cho
,,eun hyung lee,이은형,Eun-Hyung Lee
,,eun seok jeon,전은석,Eun-Seok Jeon
Eung Gook Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000weo,eung gook kim,,
,,eung kook kim,김응국,Eung-Guk Kim
,,eung soo kim,김응수,Eung-Soo Kim
,,evan david meek,에반,Evan David Meek
Evan Meek,https://www.baseball-reference.com/register/player.fcgi?id=meek--001eva,evan meek,,
,,everett james teaford,티포드,Everett James Teaford
Everett Teaford,https://www.baseball-reference.com/register/player.fcgi?id=teafor001eve,everett teaford,,
,,ezekiel stephen zeke spruill,지크,Ezekiel Stephen Zeke Spruill
,,felix antonio diaz,디아즈,Felix Antonio Diaz
,,felix antonio doubront,듀브론트,Felix Antonio Doubront
,,felix antonio rodriguez,로드리게스,Félix Antonio Rodríguez
Félix Díaz,https://www.baseball-reference.com/register/player.fcgi?id=diaz--002fel,felix diaz,,
Félix Doubront,https://www.baseball-reference.com/register/player.fcgi?id=doubro001fel,felix doubront,,
Félix Peña,https://www.baseball-reference.com/register/player.fcgi?id=pena--002fel,felix pena,,
Félix Pie,https://www.baseball-reference.com/register/player.fcgi?id=pie---001fel,felix pie,,
,,felix pie dofen,피에,Félix Pie Dofen
,,felix ricardo pena,페냐,Félix Ricardo Peña
Félix Rodríguez,https://www.baseball-reference.com/register/player.fcgi?id=rodrig002fel,felix rodriguez,,
,,fernando alexis nieve,페르난도,Fernando Alexis Nieve
Fernando Nieve,https://www.baseball-reference.com/register/player.fcgi?id=nieve-001fer,fernando nieve,,
,,francisco alberto cruceta,크루세타,Francisco Alberto Cruceta
Francisco Cruceta,https://www.baseball-reference.com/register/player.fcgi?id=crucet001fra,francisco cruceta,,
,,gab joong kim,김갑중,Gab-Joong Kim
,,gang bae,배강,Gang Bae
Gang-don Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---002gan,gang don lee,,
Gang Hyun Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000hoj,gang hyun kim,,
Gang-ik Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---002gan,gang ik kim,,
Gang-Seo Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---000gan,gang seo lee,,
Gang-Yoo Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000gan,gang yoo park,,
Gap-jung Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000gap,gap jung kim,,
,,geon hee cho,조건희,Geon-Hee Cho
,,geon hee han,한건희,Geon-Hee Han
,,geon hyeong kim,김건형,Geon-Hyeong Kim
Geon Hyoung Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000rya,geon hyoung kim,,
,,geon joo hwang,황건주,Geon-Ju Hwang
,,geon jun kang,강건준,Geon-Jun Kang
,,geon kim,김건,Geon Kim
,,geon park,박건,Geon Park
,,geon pil kim,김건필,Geon-Pil Kim
,,geon woo pang,방건우,Geon-Woo Bang
,,geon woo park,박건우,Geon-Woo Park
,,geon wook lee,이건욱,Geon-Wook Lee
,,geon yi  kim,김건이,Geon-Yi  Kim
,,geon yup heo,허건엽,Geon-Yup Heo
Geong-gyu Park,https://www.baseball-reference.com/register/player.fcgi?id=park--001geo,geong kyu park,,
,,george anthony canale,카날리,George Anthony Canale
George Canale,https://www.baseball-reference.com/register/player.fcgi?id=canale001geo,george canale,,
,,gerrod jay davis,데이비스,Gerrod Jay Davis
,,giho park,박기호,Giho Park
,,gil hyun yoon,윤길현,Gil-Hyun Yoon
,,gil sung choi,최길성,Gil-Sung Choi
Go-ung Yu,https://www.baseball-reference.com/register/player.fcgi?id=yu----000go-,go ung yoo,,
,,go woong yoo,유고웅,Go-Woong Yu
,,gong yeop sa,사공엽,Yeop Sagong
Gu Hong Song,https://www.baseball-reference.com/register/player.fcgi?id=song--000gu-,gu hong song,,
Gu-seon Jeong,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000gu-,gu seon jeong,,
,,gu seong kang,강구성,Gu-Seong Kang
,,gu sun jeong,정구선,Gu-Sun Jung
,,gu yeol yang,양구열,Gu-Yeol Yang
,,gui seok moon,문귀석,Gui-Seok Moon
Guillermo Heredia,https://www.baseball-reference.com/register/player.fcgi?id=heredi001gui,guillermo heredia,,
,,guillermo heredia molina,에레디아,Guillermo Heredia Molina
Gun-cheol Song,https://www.baseball-reference.com/register/player.fcgi?id=song--000gun,gun cheol song,,
Gun-no Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---001gun,gun no lee,,
Gun-ok Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---000gun,gun ok lee,,
,,gun woo noh,노건우,No Gun-Woo
,,gustavo karim garcia aguayo,가르시아,Gustavo Karim García Aguayo
,,gwan ho kim,김관호,Gwan-ho Kim
Gwan Hoe Heo,https://www.baseball-reference.com/register/player.fcgi?id=heo---000gwa,gwan hoe heo,,
Gwan-sik Kang,https://www.baseball-reference.com/register/player.fcgi?id=kang--000gwa,gwan sik kang,,
Gwang-cheon Hong,https://www.baseball-reference.com/register/player.fcgi?id=hong--000gwa,gwang cheon hong,,
Gwang-eun Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---000gwa,gwang eun lee,,
Gwang-gwon Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---003gwa,gwang gwon lee,,
,,gwang ho jang,장광호,Gwang-Ho Jang
Gwang-ho Na,https://www.baseball-reference.com/register/player.fcgi?id=na----000gwa,gwang ho na,,
Gwang-hoe Kang,https://www.baseball-reference.com/register/player.fcgi?id=kang--001gwa,gwang hoe kang,,
Gwang-hyeon Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000gwa,gwang hyeon kim,,
Gwang-hyi Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---001gwa,gwang hyi kim,,
,,gwang lim kim,김광림,Gwang-Lim Kim
Gwang-muk Chou,https://www.baseball-reference.com/register/player.fcgi?id=chou--001gwa,gwang muk choi,,
,,gwang myung park,박광명,Gwang-myung Park
Gwang-ok Kum,https://www.baseball-reference.com/register/player.fcgi?id=kum---000gwa,gwang ok keum,,
,,gwang soo kim,김광수,Gwang-Soo Kim
,,gwang un jeong,정광운,Gwang-Un Jeong
Gwang-U Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000kwa,gwang woo kim,,
Gwang-Yeon Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---008gwa,gwang yeon kim,,
Gwang-yul Pak,https://www.baseball-reference.com/register/player.fcgi?id=pak---000gwa,gwang yul park,,
Gwang-yun Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---007gwa,gwang yun kim,,
Gweon Su An,https://www.baseball-reference.com/register/player.fcgi?id=an----000gwe,gweon su ahn,,
Gwi-seok Mun,https://www.baseball-reference.com/register/player.fcgi?id=mun---000gwi,gwi seok moon,,
Gwon-hyi Kwak,https://www.baseball-reference.com/register/player.fcgi?id=kwak--000gwo,gwon hyi kwak,,
,,gyeol ui kim,김결의,Gyeol-ui Kim
,,gyeom ahn,안겸,Gyeom Ahn
,,gyeom han,한겸,Gyeom Han
,,gyeon eon kim,김경언,Gyeon-Eon Kim
Gyeong-bok Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---001gye,gyeong bok lee,,
,,gyeong chan moon,문경찬,Gyeong-Chan Moon
,,gyeong chan seo,서경찬,Gyeong-Chan Seo
,,gyeong cheol choi,최경철,Gyeong-Cheol Choi
Gyeong-eop Chu,https://www.baseball-reference.com/register/player.fcgi?id=chu---001gye,gyeong eop chu,,
Gyeong-ha Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---001gye,gyeong ha kim,,
Gyeong-ha Wu,https://www.baseball-reference.com/register/player.fcgi?id=wu----000gye,gyeong ha woo,,
,,gyeong hak kang,강경학,Gyeong-Hak Kang
Gyeong-heum Yeon,https://www.baseball-reference.com/register/player.fcgi?id=yeon--000gye,gyeong heum yeon,,
Gyeong-ho Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---002gye,gyeong ho lee,,
Gyeong-ho Shin,https://www.baseball-reference.com/register/player.fcgi?id=shin--000gye,gyeong ho shin,,
Gyeong-ho Son,https://www.baseball-reference.com/register/player.fcgi?id=son---000gye,gyeong ho sohn,,
Gyeong-hun Chou,https://www.baseball-reference.com/register/player.fcgi?id=chou--000gye,gyeong hun choi,,
Gyeong-hun Jeong,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000gye,gyeong hun jeong,,
Gyeong-hun Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---011gye,gyeong hun kim,,
Gyeong-Hun Lim,https://www.baseball-reference.com/register/player.fcgi?id=lim---001gye,gyeong hun lim,,
Gyeong-hwan Pae,https://www.baseball-reference.com/register/player.fcgi?id=pae---000gye,gyeong hwan bae,,
Gyeong-Jin Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---003gye,gyeong jin kim,,
Gyeong-jin Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---017gye,gyeong jin kim,,
Gyeong-Jin Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000kyo,gyeong jin park,,
Gyeong-Min Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---003gye,gyeong min lee,,
Gyeong-Min Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---004gye,gyeong min lee,,
Gyeong-mo Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---004gye,gyeong mo kim,,
,,gyeong mo yang,양경모,Gyeong-Mo Yang
Gyeong-pil Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---005gye,gyeong pil lee,,
Gyeong-pyo Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---014gye,gyeong pyo kim,,
Gyeong-sam Min,https://www.baseball-reference.com/register/player.fcgi?id=min---002gye,gyeong sam min,,
Gyeong-seon Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---005gye,gyeong seon kim,,
Gyeong-sik Chu,https://www.baseball-reference.com/register/player.fcgi?id=chu---000gye,gyeong sik chu,,
Gyeong-soo Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---015gye,gyeong soo kim,,
Gyeong-su Min,https://www.baseball-reference.com/register/player.fcgi?id=min---001gye,gyeong su min,,
,,gyeong tae choi,최경태,Gyeong-Tae Choi
Gyeong-tae Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---006gye,gyeong tae lee,,
Gyeong-taek Lim,https://www.baseball-reference.com/register/player.fcgi?id=lim---000gye,gyeong taek lim,,
,,gyeong wan lim,임경완,Gyeong-Wahn Lim
Gyeong-won Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---007gye,gyeong won kim,,
Gyeong-won Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---007gye,gyeong won lee,,
,,gyeong woo oh,오경우,Gyeong-u Oh
,,gyeong yeob yeom,염경엽,Gyeong-Yeob Yeom
Gyeong-yeong Yoon,https://www.baseball-reference.com/register/player.fcgi?id=yun---000gye,gyeong yeong yoon,,
,,gyo ram kim,김교람,Gyo-Ram Kim
Gyo-Seong Chang,https://www.baseball-reference.com/register/player.fcgi?id=jang--000gyo,gyo seong jang,,
,,gyoo dae kim,김규대,Kim Gyudae
Gyoung-Wan Lim,https://www.baseball-reference.com/register/player.fcgi?id=lim---000gyo,gyoung wan lim,,
,,gyung soo min,민경수,Gyung-Soo Min
,,ha joon nam,남하준,Ha-Joon Nam
,,ha seong ryu,류하성,Ha-Seong Ryu
,,hae chan kim,김해찬,Hae-Chan Kim
,,hae jung yoo,유혜정,Hae-Jung Yoo
,,hae won jeong,정해원,Hae-Won Jung
,,hae woong ha,하해웅,Hae-Woong Ha
,,hae yeong jeong,정해영,Hae-Young Jung
,,haeng hee kim,김행희,Haeng-Hee Kim
Haeng-hyi Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---001hae,haeng hyi kim,,
Hai Young Jung,https://www.baseball-reference.com/register/player.fcgi?id=jung--000hai,hai yeong jeong,,
,,hak gil yoon,윤학길,Hak-Gil Yoon
,,hak jin cho,조학진,Hak-Jin Cho
,,hak jin shin,신학진,Hak-Jin Shin
,,hak jun noh,노학준,Hak-Jun Noh
Hak Kil Yoon,https://www.baseball-reference.com/register/player.fcgi?id=yun---000hak,hak kil yoon,,
,,han bin so,소한빈,Han-bin So
,,han gil park,박한길,Han-Gil Park
Han-gyeong Chou,https://www.baseball-reference.com/register/player.fcgi?id=chou--000han,han gyeong choi,,
Han-kil Park,https://www.baseball-reference.com/register/player.fcgi?id=park--001han,han kil park,,
,,han kyul park,박한결,Han-Kyul Park
,,han kyung choi,최한경,Han-Kyung Choi
,,han lee,이한,Han Lee
,,han sang kim,김한상,Han-Sang Kim
,,han sol kim,김한솔,Han-Sol Kim
Han Uk Cho,https://www.baseball-reference.com/register/player.fcgi?id=cho---000han,han uk cho,,
,,han wook cho,조한욱,Han-Wook Cho
,,han wool joo,주한울,Han-Wool Joo
,,hawon jeon,전하원,Hawon Jeon
Hea Sung Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---002hui,hea sung kim,,
,,hector alexis gomez,고메즈,Hector Alexis Gomez
Héctor Gómez,https://www.baseball-reference.com/register/player.fcgi?id=gomez-001hec,hector gomez,,
,,hee beom jeon,전희범,Hee-Beom Jeon
,,hee bong ahn,안희봉,Hee-Bong An
,,hee chan park,박희찬,Hee-Chan Park
,,hee chang choi,최희창,Hee-Chang Choi
,,hee gwan yoo,유희관,Hee-Gwan Yoo
,,hee han,한희,Hee Han
,,hee joo oh,오희주,Hee-Ju Oh
,,hee joo park,박희주,Hee-Joo Park
Hee Keun Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---000hui,hee keun lee,,
Hee Kwan Yoo,https://www.baseball-reference.com/register/player.fcgi?id=yu----000hui,hee kwan yoo,,
,,hee sang yoon,윤희상,Hee-Sang Yoon
,,hee seok kang,강희석,Hee-Seok Kang
,,hee seong kang,강희성,Hee-Seong Kang
,,hee soo moon,문희수,Hee-Soo Moon
,,hee soo park,박희수,Hee-Soo Park
,,hee sung moon,문희성,Hee-Sung Moon
,,hee won kim,김희원,Hee-Won Kim
Hee Woon Ryu,https://www.baseball-reference.com/register/player.fcgi?id=ryu---000hee,hee woon ryu,,
,,hee yeong yoon,윤희영,Hee-Young Yoon
Hei Chun Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---002hye,hei chun lee,,
,,hei min han,한희민,Hei-Min Han
,,hei sug kwon,권희석,Hei-Sug Kwon
Heishu Ohara,https://www.baseball-reference.com/register/player.fcgi?id=ohara-001hei,heishu ohara,,
,,heo yong joo,허용주,Heo Yong-Joo
,,heon sung byeon,변헌성,Heon-Sung Byun
,,hernan alejandro perez,페레즈,Hernán Alejandro Pérez
Hernán Pérez,https://www.baseball-reference.com/register/player.fcgi?id=perez-001her,hernan perez,,
,,heung jin oh,오흥진,Heung-Jin Oh
Heung-un Cho,https://www.baseball-reference.com/register/player.fcgi?id=cho---000heu,heung un cho,,
,,heung woon cho,조흥운,Heung-Woon Cho
Hi Sang Yoon,https://www.baseball-reference.com/register/player.fcgi?id=yun---000hyi,hi sang yoon,,
Ho-gyun Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---000ho-,ho gyun lee,,
,,ho hyun lee,이호현,Ho-Hyun Lee
Ho Joon Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---001ho-,ho joon lee,,
,,ho jun seok,석호준,Ho-Jun Seok
,,ho jun shin,신호준,Ho-jun Shin
,,ho kyun lee,이호균,Ho-Kyun Lee
,,ho min kim,김호민,Ho-Min Kim
,,ho pyo cho,조호표,Ho-Pyo Cho
,,ho sik yoo,유호식,Ho-Sik Yu
,,ho yeol lee,이호열,Ho-Yeol Lee
,,ho yeon kim,김호연,Ho-Yeon Kim
,,ho yeong jeon,전호영,Ho-Young Jeon
,,hoe chan jeong,정회찬,Hoe-Chan Jeong
Hoe-seon Jeong,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000hoe,hoe seon jeong,,
,,hoe seong kim,김회성,Hoe-Seong Kim
Hoe-yeol Yang,https://www.baseball-reference.com/register/player.fcgi?id=yang--000hoe,hoe yeol yang,,
,,hoi kwon kim,김회권,Hoi-Kwon Kim
,,hoi sun jeong,정회선,Hoi-Sun Jung
,,hoi yeol jeong,정회열,Hoi-Yeol Jung
,,hoi yeol yang,양회열,Hoi-Yeol Yang
,,hong gu lee,이홍구,Hong-Gu Lee
,,hong jib kim,김홍집,Hong-Jib Kim
Hong-jip Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---002hon,hong jip kim,,
Hong-jip Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---004hon,hong jip kim,,
Hong Ku Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---002hon,hong ku lee,,
,,hoon ho kim,김훈호,Hoon-Ho Kim
Hui-gon Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000hui,hui gon kim,,
Hui-gwon Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---001hui,hui gwon kim,,
Hui Han,https://www.baseball-reference.com/register/player.fcgi?id=han---000hui,hui han,,
,,hui jae lee,이희재,Hui-Jae Lee
,,hui keun lee,이희근,Hui-Geun Lee
,,hui sang jeong,정희상,Hui-Sang Jeong
,,hui seob hong,홍희섭,Hui-Sup Hong
,,hui woon ryu,류희운,Hui-Woon Ryu
,,hun lee,이훈,Hun Lee
,,hwa rang park,박화랑,Hwa-Rang Park
,,hwa yeong kang,강화영,Hwa-Yeong Kang
Hwan Yu Je,https://www.baseball-reference.com/register/player.fcgi?id=je----000hwa,hwan yoo je,,
,,hwang koo,구황,Hwang Gu
,,hwi bong yoo,유휘봉,Hwi-Bong Yoo
Hwi Chan Jung,https://www.baseball-reference.com/register/player.fcgi?id=jung--000hoe,hwi chan jeong,,
,,hwi geon kim,김휘건,Hwi-geon Kim
,,hwi gon kim,김휘곤,Hwi-Gon Kim
,,hwi sung park,박휘성,Hwi-Sung Park
Hwi-uk Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000hwi,hwi uk kim,,
,,hwi wook kim,김휘욱,Hwi-Wook Kim
,,hye chun lee,이혜천,Hye-Chun Lee
Hye-Gyeom Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000hye,hye gyeom kim,,
Hye-jeong Yu,https://www.baseball-reference.com/register/player.fcgi?id=yu----000hye,hye jeong yoo,,
,,hye kyeom kim,김혜겸,Hye-Kyeom Kim
,,hye seong ha,하혜성,Hye-Seong Ha
,,hye sung cha,차혜성,Hye-Sung Cha
,,hye sung kim,김혜성,Hye-Sung Kim
,,hyeok chan kwon,권혁찬,Hyeok-Chan Kwon
Hyeok Gyung Kwon,https://www.baseball-reference.com/register/player.fcgi?id=kwon--000hyo,hyeok gyung kwon,,
,,hyeok kim,김력,Hyuk Kim
,,hyeok kyung kwon,권혁경,Hyuk-Kyung Kwon
,,hyeok park,박혁,Hyuk Park
Hyeon-cheol Kang,https://www.baseball-reference.com/register/player.fcgi?id=kang--000hye,hyeon cheol kang,,
,,hyeon cheol ryu,류현철,Hyeon-Cheol Ryu
Hyeon-doe Sin,https://www.baseball-reference.com/register/player.fcgi?id=sin---001hye,hyeon doe shin,,
,,hyeon hui han,한현희,Hyeon-Hui Han
,,hyeon jae cheon,천현재,Hyeon-Jae Cheon
,,hyeon je song,송현제,Hyeon-Je Song
,,hyeon jeong choi,최현정,Hyeon-Jeong Choi
Hyeon Joon Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---019hye,hyeon joon kim,,
Hyeon Jun An,https://www.baseball-reference.com/register/player.fcgi?id=ahn---000san,hyeon jun ahn,,
Hyeon-jun Chou,https://www.baseball-reference.com/register/player.fcgi?id=chou--001hye,hyeon jun choi,,
,,hyeon jun lee,이현준,HYEON-JUN LEE
,,hyeon kwon,권현,Hyeon Kwon
Hyeon-min Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---003hye,hyeon min kim,,
,,hyeon min lee,이현민,Lee Hyeonmin
Hyeon Su Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---001hyu,hyeon su kim,,
Hyeong Been Han,https://www.baseball-reference.com/register/player.fcgi?id=han---001hye,hyeong bin han,,
Hyeong Bum Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---001hyu,hyeong bum lee,,
,,hyeong cheol kye,계형철,Hyeong-Cheol Kye
Hyeong-hyeon Chou,https://www.baseball-reference.com/register/player.fcgi?id=chou--000hye,hyeong hyeon choi,,
,,hyeong jin yang,양형진,Hyeong-jin Yang
,,hyeong jun park,박형준,Hyeong-Jun Park
Hyeong Jun So,https://www.baseball-reference.com/register/player.fcgi?id=so----000hye,hyeong jun so,,
,,hyeong jun sohn,손형준,Hyeong-Jun Son
,,hyeong rok choi,최형록,Hyeong-rok Choi
Hyeong-seong Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---007hye,hyeong seong kim,,
Hyeong-uk Ko,https://www.baseball-reference.com/register/player.fcgi?id=ko----000hye,hyeong uk ko,,
Hyeseong Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---016hye,hyeseong kim,,
Hyi-bong An,https://www.baseball-reference.com/register/player.fcgi?id=an----000hyi,hyi bong ahn,,
Hyi-chan Pak,https://www.baseball-reference.com/register/player.fcgi?id=pak---000hyi,hyi chan park,,
Hyi-chang Chou,https://www.baseball-reference.com/register/player.fcgi?id=chou--000hyi,hyi chang choi,,
Hyi-ju Oh,https://www.baseball-reference.com/register/player.fcgi?id=oh----000hyi,hyi joo oh,,
Hyi-min Han,https://www.baseball-reference.com/register/player.fcgi?id=han---000hyi,hyi min han,,
Hyi-sang Chung,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000hyi,hyi sang jeong,,
Hyi-seop Hong,https://www.baseball-reference.com/register/player.fcgi?id=hong--000hyi,hyi seob hong,,
Hyi-seok Kang,https://www.baseball-reference.com/register/player.fcgi?id=kang--000hyi,hyi seok kang,,
Hyi-seong Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---000hyi,hyi seong lee,,
Hyi-Seong Moon,https://www.baseball-reference.com/register/player.fcgi?id=mun---000hyi,hyi seong moon,,
Hyi-soo Mun,https://www.baseball-reference.com/register/player.fcgi?id=mun---001hyi,hyi soo moon,,
Hyi-su Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000hyi,hyi su park,,
,,hyo il park,박효일,Hyo-il Park
,,hyo jun lee,이효준,Hyo-Jun Lee
,,hyo jun yang,양효준,Hyo-Jun Yang
,,hyo sang lee,이효상,Hyo-Sang Lee
,,hyo seung shin,신효승,Hyo-Seung Shin
,,hyo soo shin,신효수,Hyo-soo Shin
,,hyo ui hong,홍효의,Hyo-Ui Hong
,,hyo won cho,조효원,Jo Hyo-Won
,,hyo yong ryu,류효용,Hyo-Yong Ryu
Hyoun Taek Oh,https://www.baseball-reference.com/register/player.fcgi?id=oh----000hyu,hyoun taek oh,,
Hyoung Won Lim,https://www.baseball-reference.com/register/player.fcgi?id=lim---000hyo,hyoung won lim,,
Hyoung Woo Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--000hyo,hyoung woo choi,,
Hyoung Woo Ryu,https://www.baseball-reference.com/register/player.fcgi?id=ryu---000hyu,hyoung woo ryu,,
,,hyun chul kang,강현철,Hyun-Chul Kang
,,hyun dae shin,신현대,Hyun-Dae Shin
,,hyun duk cho,조현덕,Hyun-Duk Cho
,,hyun gon ryu,류현곤,Hyun-Gon Ryu
Hyun Hee Han,https://www.baseball-reference.com/register/player.fcgi?id=han---000hyu,hyun hee han,,
,,hyun ho bae,배현호,Hyun-Ho Bae
,,hyun jin yang,양현진,Hyun-Jin Yang
,,hyun jong baek,백현종,Hyun-jong Baek
,,hyun jun ahn,안현준,Hyun-Jun Ahn
,,hyun jun choi,최현준,Hyun-Jun Choi
,,hyun jun lee,이현준,Hyun-Jun Lee
,,hyun kim,김현,Hyun Kim
,,hyun min cho,조현민,Hyun-min Cho
,,hyun min jeong,정현민,Hyun-Min Jung
,,hyun min lee,이현민,Hyun-Min Lee
,,hyun min oh,오현민,Hyun-Min Oh
,,hyun seo ahn,안현서,Hyun-Seo Ahn
,,hyun seok ahn,안현석,hyun-Seok Ahn
Hyun Seok Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--005hyu,hyun seok choi,,
,,hyun seok jeong,정현석,Hyun-Seok Jeong
,,hyun seok oh,오현석,Hyun-Seok Oh
,,hyun soo baek,백현수,Hyun-Soo Baek
,,hyun soo shin,신현수,Hyun-Soo Shin
,,hyun suk choi,최현석,Hyun-suk Choi
Hyun Suk Jung,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000hye,hyun suk jeong,,
,,hyun taek oh,오현택,Hyun-Taek Oh
Hyun Uk Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---012hye,hyun uk kim,,
,,hyun won seo,서현원,Hyun-Won Seo
,,hyun woo jang,장현우,Hyun-Woo Jang
,,hyun woo lee,이현우,Hyun-Woo Lee
,,hyun wook kim,김현욱,Hyun-Wook Kim
,,hyung beom lee,이형범,Hyung-Beom Lee
Hyung Chul Gye,https://www.baseball-reference.com/register/player.fcgi?id=kye---000hye,hyung chul kye,,
,,hyung hyun choi,최형현,Hyung-Hyun Choi
Hyung Joon Sohn,https://www.baseball-reference.com/register/player.fcgi?id=son---001hye,hyung joon sohn,,
Hyung Jun Park,https://www.baseball-reference.com/register/player.fcgi?id=park--002hyu,hyung jun park,,
,,hyung jun so,소형준,Hyung-Jun So
,,hyung keun jeon,전형근,Hyung-Geun Jeon
,,hyung seok kim,김형석,Hyung-Seok Kim
Hyung Suk Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---014hye,hyung suk kim,,
,,hyung sung kim,김형성,Hyung-Sung Kim
,,hyung won lim,임형원,Hyung-Won Lim
,,hyung woo choi,최형우,Hyung-Woo Choi
,,hyung woo ryu,류형우,Hyung-Woo Ryu
,,hyung wook kim,김형욱,Hyung-Wook Kim
,,hyung wook ko,고형욱,Hyung-Wook Ko
I-gap Hwang,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000i-g,i gap hwang,,
I-seok To,https://www.baseball-reference.com/register/player.fcgi?id=to----000i-s,i seok doh,,
I-soo Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000i-s,i soo kim,,
,,ik hee han,한익희,Ik-Hee Han
,,ik hyeon lim,임익현,Ik-Hyeon Lim
Ik-hyi Han,https://www.baseball-reference.com/register/player.fcgi?id=han---000ik-,ik hyi han,,
