name_eng_x,url,name_new,name_kor,name_eng_y
,,ik soo kim,김익수,Ik-Soo Kim
,,il eon choi,최일언,Il-Eon Choi
,,il eui lee,이일의,Il-Eui Lee
Il-gwon Hwang,https://www.baseball-reference.com/register/player.fcgi?id=hwang-000il-,il gwon hwang,,
Il-gwon Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---005il-,il gwon kim,,
,,il gyeong kim,김일경,Il-Gyeong Kim
,,il hoon park,박일훈,Il-Hoon Park
,,il kwon hwang,황일권,Il-Kwon Hwang
,,il kwon kim,김일권,Il-Kwon Kim
Il Kyoung Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---002il-,il kyoung kim,,
Il-ryung Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---008il-,il ryung kim,,
Il-ui Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---000il-,il ui lee,,
,,il yung kim,김일융,Il-Yung Kim
In-gu Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---000in-,in gu lee,,
In-gwon Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---002in-,in gwon kim,,
,,in ho kang,강인호,In-Ho Kang
,,in hwan jeon,전인환,In-Hwan Jeon
,,in hyeok bae,배인혁,In-Hyuk Bae
,,in hyeok lee,이인혁,In-Hyuk Lee
In Hyok Yi,https://www.baseball-reference.com/register/player.fcgi?id=lee---003in-,in hyok lee,,
,,in koo lee,이인구,In-Koo Lee
,,in kwon hwang,황인권,In-Kwon Hwang
,,in kwon kim,김인권,In-Kwon Kim
,,in tae yeo,여인태,In-Tae Yeo
In Whan Jeon,https://www.baseball-reference.com/register/player.fcgi?id=jeon--000in-,in whan jeon,,
,,in woo park,박인우,In-woo Park
J.D. Martin,https://www.baseball-reference.com/register/player.fcgi?id=martin006joh,j.d. martin,,
J.R. Phillips,https://www.baseball-reference.com/register/player.fcgi?id=philli003cha,j.r. phillips,,
,,j.r. philllips,필립스,J.R. Philllips
,,ja un koo,구자운,Ja-Un Ku
Ja-woon Koo,https://www.baseball-reference.com/register/player.fcgi?id=ku----000ja-,ja woon koo,,
,,jacob clinton wilson,윌슨,Jacob Clinton Wilson
,,jacob edward turner,터너,Jacob Edward Turner
,,jacob quirin fox,폭스,Jacob Quirin Fox
Jacob Turner,https://www.baseball-reference.com/register/player.fcgi?id=turner002jac,jacob turner,,
Jacob Wilson,https://www.baseball-reference.com/register/player.fcgi?id=wilson010jac,jacob wilson,,
Jae Bak Song,https://www.baseball-reference.com/register/player.fcgi?id=song--001jae,jae bak song,,
Jae-Bin Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---023jae,jae bin kim,,
,,jae eung seo,서재응,Jae-Eung Seo
,,jae geon cho,조재건,Jae-Geon Cho
Jae Gul Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---004jae,jae gul kim,,
Jae-gwang Kwon,https://www.baseball-reference.com/register/player.fcgi?id=kwon--000jae,jae gwang kwon,,
Jae Heon Seong,https://www.baseball-reference.com/register/player.fcgi?id=seong-000jae,jae heon seong,,
,,jae heon sung,성재헌,Jae-Heon Sung
,,jae ho yoo,유재호,Jae-Ho Yoo
,,jae hun jang,장재훈,Jae-Hun Jang
Jae-Hun Chung,https://www.baseball-reference.com/register/player.fcgi?id=chung-000jae,jae hun jeong,,
Jae-hun Jeong,https://www.baseball-reference.com/register/player.fcgi?id=jeong-002jae,jae hun jeong,,
,,jae hwan bae,배재환,Jae-Hwan Bae
,,jae hwan jeong,정재환,Jae-Hwan Jung
,,jae hyeok choi,최재혁,Jae-hyeok Choi
,,jae hyeok jin,진재혁,Jae-Hyuk Jin
Jae Hyeon Nam,https://www.baseball-reference.com/register/player.fcgi?id=nam---000jae,jae hyeon nam,,
Jae Hyouk Jang,https://www.baseball-reference.com/register/player.fcgi?id=jang--005jae,jae hyouk jang,,
,,jae hyung kim,김재형,JAE-HYUNG KIM
,,jae in lee,이재인,Jae-In Lee
,,jae joong jang,장재중,Jae-Joong Jang
,,jae joong kim,김재중,Jae-Joong Kim
Jae Kuk Ryu,https://www.baseball-reference.com/register/player.fcgi?id=ryu---001jae,jae kuk ryu,,
,,jae kwan lee,이재관,Jae-Kwan Lee
,,jae kwang kwon,권재광,Jae-Kwang Kwon
,,jae kyu park,박재규,Jae-Gyu Park
,,jae min seol,설재민,Seol Jae-Min
,,jae park song,송재박,Jae-Park Song
,,jae rok lee,이재록,Jae-Rok Lee
,,jae seung lee,이재승,Jae-Seung Lee
,,jae sung kim,김재성,Jae-Sung Kim
,,jae sung lee,이재성,Jae-Sung Lee
Jae-ung Shin,https://www.baseball-reference.com/register/player.fcgi?id=shin--000jae,jae ung shin,,
Jae Weong Seo,https://www.baseball-reference.com/register/player.fcgi?id=seo---002jae,jae weong seo,,
Jae Whan Bae,https://www.baseball-reference.com/register/player.fcgi?id=bae---000jae,jae whan bae,,
,,jae won noh,노재원,Noh Jae-won
Jae-wong Yu,https://www.baseball-reference.com/register/player.fcgi?id=yu----003jae,jae wong yoo,,
,,jae wook lee,이재욱,Jae-Wook Lee
,,jae woong yoo,유재웅,Jae-Woong Yu
,,jae yeong hong,홍재영,Hong Jae-young
Jairo Asencio,https://www.baseball-reference.com/register/player.fcgi?id=valdez001lui,jairo asencio,,
,,jairo manuel asencio,어센시오,Jairo Manuel Asencio
Jake Fox,https://www.baseball-reference.com/register/player.fcgi?id=fox---003jac,jake fox,,
,,james aubrey naile,네일,James Aubrey Naile
James Naile,https://www.baseball-reference.com/register/player.fcgi?id=naile-002jam,james naile,,
,,james serrano,세라노,James Serrano
Jamie Brown,https://www.baseball-reference.com/register/player.fcgi?id=brown-019jam,jamie brown,,
,,jamie monroe brown,브라운,Jamie Monroe Brown
,,jang eun moon,문장은,Jang-Eun Moon
,,jang heu park,박장희,Jang-Heu Park
,,jang hui lee,이장희,Jang-Hui Lee
,,jang hwan lee,이장환,Jang-Hwan Lee
Jang Hyeok Yoo,https://www.baseball-reference.com/register/player.fcgi?id=yoo---000jan,jang hyeok yoo,,
Jang-Hyi Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000jan,jang hyi park,,
,,jang min park,박장민,Jang-Min Park
,,jang min seo,서장민,Jang-Min Seo
,,jason hall scobie,스코비,Jason Hall Scobie
Jason Scobie,https://www.baseball-reference.com/register/player.fcgi?id=scobie001jas,jason scobie,,
Jay Davis,https://www.baseball-reference.com/register/player.fcgi?id=davis-008ger,jay davis,,
,,jayson andrew bass,배스,Jayson Andrew Bass
Jayson Bass,https://www.baseball-reference.com/register/player.fcgi?id=bass--001jay,jayson bass,,
,,je beom park,박제범,Je-Beom Park
,,je bin kim,김제빈,Je-Bin Kim
,,je hwan yoo,제환유,Je Hwan-Yu
,,je kuk ryu,류제국,Je-Kuk Ryu
,,je mo yoo,유제모,Je-mo Yoo
,,je wang shin,신제왕,Je-Wang Shin
,,je woo lee,이제우,Je-Woo Lee
,,je woo lim,임제우,Je-Woo Lim
,,je yun park,박제윤,Je-Yun Park
,,jea gul kim,김재걸,Jea-Gul Kim
Jea Jung Chang,https://www.baseball-reference.com/register/player.fcgi?id=jang--002jae,jea jung jang,,
Jee-chan Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---001jee,jee chan lee,,
Jee-Hoon Jo,https://www.baseball-reference.com/register/player.fcgi?id=jo----000jee,jee hoon cho,,
Jee-kyu Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000jee,jee kyu park,,
Jee Seung Jang,https://www.baseball-reference.com/register/player.fcgi?id=jang--000jee,jee seung jang,,
Jeff Inglin,https://www.baseball-reference.com/register/player.fcgi?id=inglin001jef,jeff inglin,,
,,jeffrey inglin,잉글린,Jeffrey Inglin
Jeong Bin Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000jeu,jeong bin kim,,
,,jeong bin moon,문정빈,Jeong-Bin Moon
,,jeong bin park,박정빈,Jeong-Bin Park
Jeong Gwang An,https://www.baseball-reference.com/register/player.fcgi?id=an----001jun,jeong gwang ahn,,
Jeong-gwon Cho,https://www.baseball-reference.com/register/player.fcgi?id=cho---000jeo,jeong gwon cho,,
,,jeong gyun lim,임정균,Jeong-Gyun Lim
,,jeong ho kim,김정호,Jeong-Ho Kim
Jeong Hoon Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---008jeo,jeong hoon lee,,
Jeong Hu Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---016gye,jeong hu kim,,
Jeong-hu Pak,https://www.baseball-reference.com/register/player.fcgi?id=pak---002jeo,jeong hu park,,
Jeong-hun Pae,https://www.baseball-reference.com/register/player.fcgi?id=pae---000jeo,jeong hun bae,,
Jeong-Hun Paek,https://www.baseball-reference.com/register/player.fcgi?id=baek--000jeo,jeong hun baek,,
Jeong-hun Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---011jeo,jeong hun kim,,
,,jeong hun park,박정훈,Jeong-Hun Park
,,jeong hwan park,박정환,Jeong-Hwan Park
,,jeong hwan shin,신정환,Jeong-Hwan Shin
Jeong-hyeon Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---003jeo,jeong hyeon kim,,
Jeong-hyeon Pak,https://www.baseball-reference.com/register/player.fcgi?id=pak---004jeo,jeong hyeon park,,
,,jeong hyeop heo,허정협,Jeong-Hyeop Huh
Jeong-Kil Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---011jeo,jeong kil lee,,
Jeong-gyu Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000jeo,jeong kyu kim,,
Jeong-min Chin,https://www.baseball-reference.com/register/player.fcgi?id=chin--000jeo,jeong min chin,,
,,jeong min lee,이정민,Jeong-Min Lee
Jeong-myeon Lim,https://www.baseball-reference.com/register/player.fcgi?id=lim---000jeo,jeong myeon lim,,
Jeong-nam Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---005jeo,jeong nam kim,,
Jeong-o Jeong,https://www.baseball-reference.com/register/player.fcgi?id=jeong-000jeo,jeong o jeong,,
Jeong-pil Chin,https://www.baseball-reference.com/register/player.fcgi?id=chin--001jeo,jeong pil chin,,
,,jeong pil jin,진정필,Jeong-Pil Jin
,,jeong seok jang,장정석,Jeong-Seok Jang
Jeong-soo Jo,https://www.baseball-reference.com/register/player.fcgi?id=jo----000jeo,jeong soo cho,,
Jeong Su Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---017jeo,jeong su kim,,
Jeong-sun Chang,https://www.baseball-reference.com/register/player.fcgi?id=chang-002jeo,jeong sun jang,,
Jeong-uk Ho,https://www.baseball-reference.com/register/player.fcgi?id=ho----000jeo,jeong uk heo,,
,,jeong woo jeong,정정우,Jeong-Woo Jung
,,jeong wook heo,허정욱,Jeong-Wook Heo
,,jeong woong kye,계정웅,Jeong-Woong Gye
Jeong-yun Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---009jeo,jeong yun kim,,
,,jesus rafael tavarez alcantaras,타바레스,Jesús Rafael Tavárez Alcántaras
,,jesus sanchez,산체스,Jesus Sanchez
Jesús Tavárez,https://www.baseball-reference.com/register/player.fcgi?id=tavare001jes,jesus tavarez,,
,,ji chan lee,이지찬,Ji-Chan Lee
Ji-chol Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000ji-,ji chol park,,
,,ji chul park,박지철,Ji-Chul Park
Ji Gang Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---000jig,ji gang lee,,
Ji Guang Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--000jee,ji guang choi,,
,,ji gwang choi,최지광,Ji-Gwang Choi
,,ji han lim,임지한,Ji-Han Im
,,ji han park,박지한,Ji-Han Park
,,ji ho ha,하지호,Ji-Ho Ha
,,ji ho kim,김지호,Ji-ho Kim
,,ji hoon hong,홍지훈,Hong Ji-Hun
Ji Hoon Jang,https://www.baseball-reference.com/register/player.fcgi?id=chang-000jee,ji hoon jang,,
,,ji hoon lee,이지훈,Ji-Hoon Lee
,,ji hoon lim,임지훈,Ji-hoon Lim
,,ji hoon sung,성지훈,Ji-Hoon Sung
,,ji hun cho,조지훈,Ji-Hun Cho
,,ji hun kim,김지훈,Ji-Hun Kim
,,ji hun kim,김지훈,Ji-hun Kim
,,ji hwan seung,승지환,Ji-hwan Seung
,,ji hwon yoo,유지훤,Ji-Hwon Yoo
Ji Hwuon Yoo,https://www.baseball-reference.com/register/player.fcgi?id=yu----002ji-,ji hwuon yoo,,
,,ji hyeok lee,이지혁,Ji-Hyuk Lee
,,ji hyeon kim,김지현,Ji-hyeon Kim
,,ji kang lee,이지강,Ji-Kang Lee
,,ji kyu park,박지규,Ji-Gyu Park
,,ji min kim,김지민,Ji-min Kim
,,ji seok kil,길지석,Ji-Seok Gil
Ji Seon Chae,https://www.baseball-reference.com/register/player.fcgi?id=chae--000jis,ji seon chae,,
,,ji seong kim,김지성,Ji-Seong Kim
,,ji seung jang,장지승,Ji-Seung Jang
,,ji won choi,최지원,Ji-Won Choi
,,ji won lee,이지원,Ji-Won Lee
,,ji woo lee,이지우,Ji-Woo Lee
,,ji woon han,한지운,Ji-Woon Han
,,ji woon hong,홍지운,Ji-Woon Hong
,,ji woong choi,최지웅,Ji-woong Choi
,,ji woong han,한지웅,Ji-Woong Han
,,ji yong han,한지용,Ji-Yong Han
,,ji yool yang,양지율,Ji-Yool Yang
,,ji you lim,임지유,Ji-You Lim
Jimmy Serrano,https://www.baseball-reference.com/register/player.fcgi?id=serran001jam,jimmy serrano,,
,,jin ahn,안진,Jin Ahn
,,jin doo park,박진두,Jin-Doo Park
Jin-gyun Na,https://www.baseball-reference.com/register/player.fcgi?id=na----000jin,jin gyun na,,
,,jin haeng choi,최진행,Jin-Haeng Choi
Jin Hang Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--000jin,jin hang choi,,
,,jin hee oh,오진희,Jin-Hee Oh
,,jin heo,허진,jin Heo
,,jin heok yang,양진혁,Jin-Heok Yang
,,jin ho bae,배진호,Jin-Ho Bae
Jin-hyi Oh,https://www.baseball-reference.com/register/player.fcgi?id=oh----000jin,jin hyi oh,,
,,jin je moon,문진제,Jin-Je Moon
,,jin jeong,정진,Jin Jeong
,,jin keun ahn,안진근,Jin-Geun Ahn
,,jin kyu sohn,손진규,Jin-Gyu son
,,jin kyun na,나진균,Jin-Kyun Na
,,jin kyung lee,이진경,Jin-Kyung Lee
,,jin soo jeong,정진수,Jin-Soo Jeong
,,jin su baek,백진수,Jin-Su Baek
,,jin su park,박진수,Jin-Su Park
Jin-wong Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---005jin,jin wong kim,,
,,jin woo jeon,전진우,Jin-Woo Jeon
,,jin woo yeom,염진우,Jin-Woo Yeom
,,jin wook lee,이진욱,Jin-Wook Lee
,,jin woong kim,김진웅,Jin-Woong Kim
Jo-ho Pyo,https://www.baseball-reference.com/register/player.fcgi?id=pyo---000jo-,jo ho pyo,,
Jo Soo Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---001ji-,jo soo kim,,
Joe Strong,https://www.baseball-reference.com/register/player.fcgi?id=strong001jos,joe strong,,
Joe Wieland,https://www.baseball-reference.com/register/player.fcgi?id=wielan001jos,joe wieland,,
,,john dale martin,마틴,John Dale Martin
,,johnathan mackensey williamson,윌리엄슨,Johnathan Mackensey Williamson
Jon Adkins,https://www.baseball-reference.com/register/player.fcgi?id=adkins001jon,jon adkins,,
Jon Mae,https://www.baseball-reference.com/register/player.fcgi?id=mae---000jon,jon mae,,
,,jonathan scott adkins,애킨스,Jonathan Scott Adkins
,,jong deok kim,김종덕,Jong-Deok Kim
Jong Deuk Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---021jon,jong deuk kim,,
,,jong gab kim,김종갑,Jong-Gab Kim
Jong-gap Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---007jon,jong gap kim,,
Jong-gyeom Yu,https://www.baseball-reference.com/register/player.fcgi?id=yu----000jon,jong gyeom yoo,,
,,jong hae won,원종해,Jong-hae Won
,,jong hun jeon,전종훈,Jong-Hun Jeon
,,jong hun kim,김종훈,Jong-Hun Kim
,,jong hwan kim,김종환,Jong-Hwan Kim
,,jong hwi woo,우종휘,Jong-Hwi Woo
,,jong hwi yoon,윤종휘,Jong-Hwi Yun
,,jong hyeok won,원종혁,Jong-hyeok Won
,,jong hyun choi,최종현,Jong-Hyun Choi
,,jong jin jeong,정종진,Jong-Jin Jung
,,jong jin kim,김종진,Jong-Jin Kim
Jong Ki Park,https://www.baseball-reference.com/register/player.fcgi?id=park--005jon,jong ki park,,
,,jong kil jin,진종길,Jin Jong-Kil
,,jong kyum yoo,유종겸,Jong-Kyum Yoo
,,jong moon kim,김종문,Jong-Moon Kim
,,jong nam kim,김정남,Jong-Nam Kim
,,jong seob park,박종섭,Jong-Seop Park
,,jong soo baek,백종수,Jong-Soo Baek
,,jong wan lee,이종완,Jong-Wahn Lee
,,jong woo kim,김종우,Jong-woo Kim
,,jong wook park,박종욱,Jong-Wook Park
,,joo eon park,박주언,Joo-Eon Park
,,joo eun song,송주은,Ju-Eun Song
,,joo hun kim,김주훈,Ju-hun Kim
,,joo hwan kim,김주환,Ju-Hwan Kim
Ju Hyoung Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---000juh,joo hyoung lee,,
,,joo hyung lee,이주형,Ju-Hyung Lee
,,joo hyung lee,이주형,Joo-Hyung Lee
Joo On Park,https://www.baseball-reference.com/register/player.fcgi?id=pak---000ju-,joo on park,,
,,joo seob kim,김주섭,Joo-Sub Kim
Ju-seong Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---006ju-,joo seong kim,,
,,joo won jeong,정주원,Ju-Won Jung
,,joo won seo,서주원,Joo-Won Seo
,,joo yeong song,송주영,Joo-Young Song
,,joo yeop choi,최주엽,Ju-Yeop Choi
Joon Heo,https://www.baseball-reference.com/register/player.fcgi?id=heo---002jun,joon heo,,
Joon-ho Jeon,https://www.baseball-reference.com/register/player.fcgi?id=jun---000joo,joon ho jeon,,
Joon-Ho Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---000joo,joon ho lee,,
,,joon ho wi,위준호,Joon-Ho Wee
Joon Hyoung Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---007joo,joon hyoung kim,,
,,joon ki lee,이준기,June-Ki Lee
,,joon pyung lee,이준평,Joon-Pyung Lee
Joon-soon Han,https://www.baseball-reference.com/register/player.fcgi?id=han---001joo,joon soon han,,
,,joon woo kim,김준우,Joon-Woo Kim
,,joon yeong ahn,안준영,Joon-Young An
,,joon yeong kim,김준영,Joon-Young Kim
,,joong seok lee,이중석,Lee Jung-Seok
Jorge Cantú,https://www.baseball-reference.com/register/player.fcgi?id=cantu-001jor,jorge cantu,,
,,jorge luis cantu guzman,칸투,Jorge Luís Cantú Guzmán
,,jose alberto cabrera,카브레라,José Alberto Cabrera
José Cabrera,https://www.baseball-reference.com/register/player.fcgi?id=cabrer001jos,jose cabrera,,
José Capellán,https://www.baseball-reference.com/register/player.fcgi?id=capell001jos,jose capellan,,
,,jose desiderio rodriguez lima,리마,José Desiderio Rodríguez Lima
,,jose francisco capellan,카페얀,José Francisco Capellán
José Lima,https://www.baseball-reference.com/register/player.fcgi?id=lima--001jos,jose lima,,
,,jose manuel pirela,피렐라,José Manuel Pirela
José Pirela,https://www.baseball-reference.com/register/player.fcgi?id=pirela001jos,jose pirela,,
,,joseph andrew wieland,윌랜드,Joseph Andrew Wieland
,,joseph benjamin strong,스트롱,Joseph Benjamin Strong
Josh A. Smith,https://www.baseball-reference.com/register/player.fcgi?id=smith-015jos,josh a. smith,,
Josh Bell,https://www.baseball-reference.com/register/player.fcgi?id=bell--005jos,josh bell,,
Josh Lindblom,https://www.baseball-reference.com/register/player.fcgi?id=lindbl001jos,josh lindblom,,
Josh Stinson,https://www.baseball-reference.com/register/player.fcgi?id=stinso001jos,josh stinson,,
,,joshua allen smith,스미스,Joshua Allen Smith
,,joshua lee josh bell,조쉬벨,Joshua Lee Josh Bell
,,joshua randall stinson,스틴슨,Joshua Randall Stinson
,,joshua william josh lindblom,린드블럼,Joshua William Josh Lindblom
,,julio cesar depaula,데폴라,Julio Cesar DePaula
Julio De Paula,https://www.baseball-reference.com/register/player.fcgi?id=depaul001jul,julio de paula,,
,,jun ahn,안준,Jun An
,,jun beom koo,구준범,Jun-Beom Koo
,,jun beom lee,이준범,Jun-Beom Lee
,,jun beom park,박준범,Jun-Beom Park
Jun Bum Koo,https://www.baseball-reference.com/register/player.fcgi?id=koo---000jun,jun bum koo,,
Jun-Gwan Chang,https://www.baseball-reference.com/register/player.fcgi?id=chang-000jun,jun gwan jang,,
,,jun hee lee,이준희,Jun-Hee Lee
Jun Heok Huh,https://www.baseball-reference.com/register/player.fcgi?id=ho----000jun,jun heok heo,,
,,jun ho ok,옥준호,Jun-ho Ok
,,jun ho park,박준호,Jun-Ho Park
,,jun hyeok cho,조준혁,Jun-Hyuk Cho
,,jun hyeok choi,최준혁,Jun-hyeok Choi
,,jun hyeok lee,이준혁,Jun-Hyeok Lee
,,jun hyeong ahn,안준형,Jun-Hyeong An
,,jun hyeong lim,임준형,Jun-Hyeong Lim
Jun Hyeung Lim,https://www.baseball-reference.com/register/player.fcgi?id=lim---001jun,jun hyeung lim,,
,,jun hyoung kim,김준형,Jun-hyoung Kim
Jun Hyuck Park,https://www.baseball-reference.com/register/player.fcgi?id=park--000joo,jun hyuck park,,
,,jun hyun kim,김준현,Jun-Hyun Kim
,,jun hyung lee,이준형,Jun-Hyung Lee
,,jun hyung lim,임준형,Jun-Hyung Lim
,,jun kwan jang,장준관,Jun-Kwan Jang
,,jun kyo seo,서준교,Jun-Kyo Seo
Jun Kyu Ryu,https://www.baseball-reference.com/register/player.fcgi?id=ryu---001jun,jun kyu ryu,,
,,jun kyu yoo,유준규,Jun-Gyu Yu
,,jun mo ahn,안준모,Jun-Mo An
,,jun myung lee,이준명,Jun-Myung Lee
,,jun pyo hong,홍준표,Jun-Pyo Hong
,,jun sang kim,김준상,Jun-Sang Kim
,,jun seo baek,백준서,Jun-seo Baek
,,jun seo choi,최준서,Jun-seo Choi
,,jun seo lee,이준서,Jun-Seo Lee
,,jun seok choi,최준석,Jun-Seok Choi
,,jun seok kim,김준석,Jun-Seok Kim
,,jun sik choi,최준식,Jun-Sik Choi
,,jun soo han,한준수,Jun-Soo Han
Jun-suk Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--000jun,jun suk choi,,
,,jun won kim,김준원,Jun-won Kim
,,jun yeong cho,조준영,Jun-Young Cho
,,jun yeong jang,장준영,Jun-Young Jang
,,jun yong park,박준용,JUN-YONG PARK
,,jung gil lee,이정길,Jung-Gil Lee
,,jung gil ma,마정길,Jung-Gil Ma
Jung Heop Huh,https://www.baseball-reference.com/register/player.fcgi?id=ho----004jun,jung heop heo,,
Jung Ho Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---001jeo,jung ho lee,,
,,jung hoo kim,김정후,Jung-Hoo Kim
,,jung hoo park,박정후,Jung-Hoo Park
,,jung hoon ahn,안정훈,Jung-Hoon An
,,jung hoon bae,배정훈,Jung-Hoon Bae
,,jung hoon baek,백정훈,Jung-Hoon Baek
,,jung hoon seo,서정훈,Jung-hoon Seo
Jung Hoon Son,https://www.baseball-reference.com/register/player.fcgi?id=son---000jeo,jung hoon sohn,,
,,jung hoon yoon,윤정훈,Jung-Hoon Yoon
,,jung hun kim,김정훈,Jung-Hun Kim
,,jung hun park,박정훈,Jung-hun Park
,,jung hun sohn,손정훈,Jung-Hun Son
,,jung hyun kim,김정현,Jung-Hyun Kim
,,jung jae lee,이정재,Jung-Jae Lee
,,jung joo kim,김정주,Jung-Joo Kim
Jung Jun Park,https://www.baseball-reference.com/register/player.fcgi?id=park--005jeo,jung jun park,,
Jung Kil Ma,https://www.baseball-reference.com/register/player.fcgi?id=ma----000jeo,jung kil ma,,
,,jung kwang ahn,안정광,Jung-Kwang An
,,jung kwon cho,조정권,Jung-Kwon Cho
,,jung kyu kim,김정규,Jung-Kyu Kim
,,jung kyu park,박정규,Jung-Kyu Park
,,jung min jin,진정민,Jung-Min Jin
,,jung min yoo,유정민,Jung-Min Yoo
,,jung myun lim,임정면,Jung-Myun Lim
,,jung oh jeong,정정오,Jung-Oh Jung
Jung Soo Park,https://www.baseball-reference.com/register/player.fcgi?id=park--006jeo,jung soo park,,
,,jung soon jang,장정순,Jung-Soon Jang
,,jung su cho,조정수,Jung-Su Cho
,,jung su park,박정수,Jung-Su Park
Jung Suk Jang,https://www.baseball-reference.com/register/player.fcgi?id=chang-000jeo,jung suk jang,,
,,jung tae choi,최정태,Jung-Tae Choi
,,jung won lee,이정원,Jung-Won Lee
,,jung woo lee,이정우,Jung-Woo Lee
,,jung woo pang,방정우,Jung-Woo Bang
,,jung yoon kim,김정윤,Jung-Yoon Kim
,,jung yoon lee,이정윤,Jung-Yoon Lee
Justin Bour,https://www.baseball-reference.com/register/player.fcgi?id=bour--001jus,justin bour,,
,,justin case haley,헤일리,Justin Case Haley
Justin Haley,https://www.baseball-reference.com/register/player.fcgi?id=haley-001jus,justin haley,,
,,justin james bour,보어,Justin James Bour
,,justin joseph thomas,토마스,Justin Joseph Thomas
Justin Lehr,https://www.baseball-reference.com/register/player.fcgi?id=lehr--001cha,justin lehr,,
Justin Thomas,https://www.baseball-reference.com/register/player.fcgi?id=thomas001jus,justin thomas,,
,,kab yong jin,진갑용,Kab-Yong Jin
,,kang chan yoon,윤강찬,Kang-Chan Yoon
,,kang deuk byeon,변강득,Kang-Deuk Byun
,,kang don lee,이강돈,Kang-Don Lee
,,kang hee cho,조강희,Kang-Hee Cho
,,kang hyeok ji,지강혁,Kang-Hyuk Ji
,,kang hyeok lee,이강혁,Kang-Hyuk Lee
,,kang hyun kim,김강현,Kang-Hyun Kim
,,kang ik kim,김강익,Kang-Ik Kim
,,kang rae kim,김강래,Kang-Rae Kim
,,kang seo lee,이강서,Kang-Seo Lee
,,kang woo park,박강우,Kang-Woo Park
,,kang wook lee,이강욱,Kang-Wook Lee
Kap-yong Chin,https://www.baseball-reference.com/register/player.fcgi?id=jin---000kap,kap yong chin,,
Karim García,https://www.baseball-reference.com/register/player.fcgi?id=garcia001gus,karim garcia,,
Kazuhiko Shiotani,https://www.baseball-reference.com/register/player.fcgi?id=shiota001kaz,kazuhiko shiotani,,
Keith Mitchell,https://www.baseball-reference.com/register/player.fcgi?id=mitche001kei,keith mitchell,,
Kelvin Jiménez,https://www.baseball-reference.com/register/player.fcgi?id=jimene001kel,kelvin jimenez,,
,,kelvin rogelio jimenez,히메네스,Kelvin Rogelio Jimenez
Ken Ray,https://www.baseball-reference.com/register/player.fcgi?id=ray---001ken,ken ray,,
,,kenneth ray,레이,Kenneth Ray
,,kenneth rayborn,레이번,Kenneth Rayborn
Kenny Rayborn,https://www.baseball-reference.com/register/player.fcgi?id=raybor001geo,kenny rayborn,,
Keon Choi,https://www.baseball-reference.com/register/player.fcgi?id=choi--000keo,keon choi,,
Keon Woo Kim,https://www.baseball-reference.com/register/player.fcgi?id=kim---000keo,keon woo kim,,
Keon-Yeop Heo,https://www.baseball-reference.com/register/player.fcgi?id=heo---000keo,keon yeop heo,,
,,keong soo min,민경수,Keong-Soo Min
Kerry Taylor,https://www.baseball-reference.com/register/player.fcgi?id=taylor002ker,kerry taylor,,
,,kerry thomas taylor,테일러,Kerry Thomas Taylor
,,keun ho kim,김근호,Keun-Ho Kim
,,keun hyeok lee,이근혁,Geun-Hyeok Lee
,,keun sang yoo,유근상,Geun-sang Yoo
,,keun sig lee,이근식,Keun-Sig Lee
,,keun woo lim,임근우,Geun-u Im
Geun Wook Lee,https://www.baseball-reference.com/register/player.fcgi?id=lee---004geu,keun wook lee,,
