year,team,url
1983,Haitai Tigers,https://www.baseball-reference.com/register/team.cgi?id=ba2b2195
1983,Lotte Giants,https://www.baseball-reference.com/register/team.cgi?id=e982c6b9
1983,MBC Blue Dragons,https://www.baseball-reference.com/register/team.cgi?id=8b2a8fa1
1983,OB Bears,https://www.baseball-reference.com/register/team.cgi?id=bc28ad3d
1983,Sammi Superstars,https://www.baseball-reference.com/register/team.cgi?id=bbd80e62
1983,Samsung Lions,https://www.baseball-reference.com/register/team.cgi?id=db37ca4e
1982,Haitai Tigers,https://www.baseball-reference.com/register/team.cgi?id=90b995cc
1982,Lotte Giants,https://www.baseball-reference.com/register/team.cgi?id=f81a67b2
1982,MBC Blue Dragons,https://www.baseball-reference.com/register/team.cgi?id=d3eaf1ec
1982,OB Bears,https://www.baseball-reference.com/register/team.cgi?id=a8895d92
1982,Sammi Superstars,https://www.baseball-reference.com/register/team.cgi?id=4e691eff
1982,Samsung Lions,https://www.baseball-reference.com/register/team.cgi?id=9d6e65ae
